node,lat,lon
2289,50.1017962,14.3907702
2291,48.2625435,11.6679877
2293,59.4571601,24.6931534
2294,42.6562037,23.3701737
2295,42.6932503,23.3241461
2296,53.4653587,-2.3091011
2298,34.0479152,-118.2557059
2303,49.57384,11.02773
2304,48.3582065,-4.5703774
2305,48.8562606,2.3835199
2306,48.7139654,8.7400598
2310,-8.9148859,13.1813434
2312,43.2082184,76.8996132
2314,34.1686537,-118.0890585
2328,25.073509,121.577712
2330,50.11995,8.73589
2332,-27.4655235,153.0296446
2334,-19.870682,-43.9677359
2335,44.117715,27.2590426
2336,51.0377067,13.7347646
2337,50.668081,4.6118324
2341,52.3106815,7.4401779
2343,47.5008806,8.7207455
2350,48.4663437,35.0591955
2360,52.24703,6.001603
2368,52.5389916,5.7022186
2373,37.4718094,-121.9201106
2376,37.471829,-121.920299
2377,43.2516782,76.9463107
2378,37.4718094,-121.9201106
2379,39.618102,-104.8915092
2380,53.6119436,10.0254496
2383,37.9733794,23.7455077
2385,50.451128,30.445379
2387,-1.3281445,36.8666473
2397,49.2550284,7.040975
2421,4.1754959,73.5093474
2422,49.065783,33.410033
2423,50.11893,8.73518
2426,46.0499684,14.4604834
2434,43.7696101,-79.3309046
2437,50.8710479,4.4763689
2470,49.2845116,-123.1116016
2471,25.1308322,56.33641
2473,-33.9181984,151.1893
2474,-23.4935247,-46.8093581
2475,4.67135,-74.1619252
2478,59.9158102,10.7414967
2479,48.871365,2.289661
2481,52.3548837,4.9591573
2483,50.1199637,8.7357106
2484,40.4479561,-3.5740775
2485,48.9280409,2.3520485
2487,25.0329694,121.5654177
2488,59.9096851,30.4104513
2490,48.104691,11.600206
2492,40.740727,-74.0020673
2493,22.365483,114.1193175
2494,52.3547244,4.961308
2496,59.4224709,17.9180728
2497,1.2951663,103.7898406
2498,25.0756131,121.5761848
2499,42.0010976,-87.9548634
2500,32.8002967,-96.8195254
2501,34.0487865,-118.2593775
2502,25.7823647,-80.1931295
2503,51.5234541,-0.6360912
2504,47.6144252,-122.3397368
2505,37.2418698,-121.7816047
2506,39.0208636,-77.4512935
2507,-26.138037,28.1975446
2512,53.887181,27.4580258
2514,47.5124986,7.6154363
2515,51.5452146,9.930054
2519,19.0696137,72.871348
2522,59.3293235,18.0685808
2523,28.5428603,77.2401945
2524,39.0972116,-94.5672382
2525,-36.8493077,174.7654655
2526,35.617458,139.748057
2528,39.3809028,-119.9277947
2535,38.9505844,-77.3644027
2536,47.6136997,-122.3381933
2537,39.1373892,-94.5786447
2538,40.7854228,-74.0752848
2539,40.439395,-3.6210084
2541,43.653226,-79.3831843
2543,10.31752,123.9073363
2545,43.3940733,24.6220771
2549,52.3514109,7.4777679
2553,37.4718094,-121.9201106
2560,37.4718094,-121.9201106
2581,25.0264601,55.1868599
2582,25.0264601,55.1868599
2599,13.7267124,100.5146131
2607,47.4495228,8.5404254
2609,1.3240179,103.8915812
2617,43.6609605,-79.3997198
2651,51.2673008,6.8175201
2652,46.4764952,30.7258932
2655,13.4644712,144.6934957
2659,55.9210249,23.2940681
2668,24.716945,46.643329
2669,40.765796,29.789554
2708,-26.138037,28.1975446
2710,42.9777885,47.5146913
2714,-37.8215067,145.3145861
